Level,Unit_name,Unit_Description,Content_Type,Content_Name,Unit_Sub_Unit_name,Unit_Sub_Unit_url
Early Math,Unit 5: Addition and subtraction within 100,"In this unit, you'll learn about adding and subtracting numbers within 100. But don't worry, we're going to make it super fun. You'll practice skip counting by 5s and 10s, use colorful place value blocks, and explore number lines. Plus, you'll solve cool word problems and even some 2-step challenges.",Lesson,2-step subtraction word problems within 100,"Word problems with ""more"" and ""fewer"" (within 100)",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-more-fewer-100/v/starfish-rulers
Early Math,Unit 5: Addition and subtraction within 100,"In this unit, you'll learn about adding and subtracting numbers within 100. But don't worry, we're going to make it super fun. You'll practice skip counting by 5s and 10s, use colorful place value blocks, and explore number lines. Plus, you'll solve cool word problems and even some 2-step challenges.",Video,Missing numbers in addition and subtraction,Addition and subtraction missing value problems,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-sub-miss-value-prob/v/missing-numbers-in-addition-and-subtraction-within-100
Early Math,Unit 5: Addition and subtraction within 100,"In this unit, you'll learn about adding and subtracting numbers within 100. But don't worry, we're going to make it super fun. You'll practice skip counting by 5s and 10s, use colorful place value blocks, and explore number lines. Plus, you'll solve cool word problems and even some 2-step challenges.",Lesson,Find the missing number (add and subtract within 100),Addition and subtraction missing value problems,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-sub-miss-value-prob/v/missing-numbers-in-addition-and-subtraction-within-100
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Skip-counting by 100s,Skip counting by 100s,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/skip-counting-by-100s/v/skip-counting-by-100-example
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Skip-counting by 100s,Skip counting by 100s,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/skip-counting-by-100s/v/skip-counting-by-100-example
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Adding 10 or 100,"Adding 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-ten-or-one-hundred
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,"Adding 1s, 10s, and 100s","Adding 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-ten-or-one-hundred
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Adding 3-digit numbers (no regrouping),"Adding 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-ten-or-one-hundred
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Add 10s and 100s (no regrouping),"Adding 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-ten-or-one-hundred
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,"Add within 1,000 using place value blocks","Adding 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-ten-or-one-hundred
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,"Subtracting 1, 10, or 100","Subtracting 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,"Subtracting 1s, 10s, and 100s","Subtracting 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Subtracting 3-digit numbers (no regrouping),"Subtracting 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Subtract 10s and 100s (no regrouping),"Subtracting 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,"Subtract within 1,000 using place value blocks","Subtracting 1s, 10s, and 100s",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Breaking apart 3-digit addition problems,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Solving 3-digit addition in your head,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Addition using groups of 10 and 100,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Adding and subtracting on number line,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Break apart 3-digit addition problems,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Add using groups of 10 and 100,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Add on a number line,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Select strategies for adding within 1000,Strategies for adding 2- and 3-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Adding four two digit numbers,Adding up to four 2-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/xb5feb28c:adding-up-to-four-2-digit-numbers/v/adding-four-two-digit-numbers
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Video,Adding multiple 2-digit numbers word problems,Adding up to four 2-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/xb5feb28c:adding-up-to-four-2-digit-numbers/v/adding-four-two-digit-numbers
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Adding up to four 2-digit numbers,Adding up to four 2-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/xb5feb28c:adding-up-to-four-2-digit-numbers/v/adding-four-two-digit-numbers
Early Math,Unit 6: Addition and subtraction within 1000,"Adding and subtracting 2- and 3-digit numbers might sound hard, but don't worry--in second grade, you'll learn all the strategies! With tools like place value blocks, number lines, and breaking apart numbers, you'll be solving equations like a math whiz in no time.",Lesson,Adding up to four 2-digit numbers word problems,Adding up to four 2-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/xb5feb28c:adding-up-to-four-2-digit-numbers/v/adding-four-two-digit-numbers
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Ordering by length,Length and size,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/e/which-has-more-
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Compare size,Length and size,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/e/which-has-more-
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Order by length,Length and size,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/e/which-has-more-
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Indirect measurement,Length and size,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/e/which-has-more-
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Getting a sense of meters and centimeters,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Getting a sense of inches and feet,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Measuring in inches,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,"Measuring lengths (cm, m)",Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Measuring lengths with different units,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Measuring lengths in different units,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Measuring lengths with different units,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,"Units of length (cm, m)",Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,"Units of length (inch, ft)",Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Measure lengths 1,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,"Measure lengths (inch, ft)",Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,"Measure lengths (cm, m)",Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Measure length in different units,Measuring length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/v/getting-a-sense-of-meters-and-centimeters
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Comparing lengths,Comparing and estimating length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/v/comparing-lengths
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Comparing lengths,Comparing and estimating length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/v/comparing-lengths
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Estimating lengths,Comparing and estimating length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/v/comparing-lengths
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Estimate lengths,Comparing and estimating length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/v/comparing-lengths
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Estimate lengths (US Customary units),Comparing and estimating length,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/v/comparing-lengths
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Length word problem example (US Customary),Length word problems,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/v/length-word-problem-example-us-customary
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Length word problems,Length word problems,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/v/length-word-problem-example-us-customary
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Measuring length: golden statue,Length word problems,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/v/length-word-problem-example-us-customary
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Length word problem (US customary),Length word problems,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/v/length-word-problem-example-us-customary
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Length word problems,Length word problems,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/v/length-word-problem-example-us-customary
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Picture graphs,Picture graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/v/picture-graphs
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Making picture graphs and line plots,Picture graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/v/picture-graphs
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Make picture graphs,Picture graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/v/picture-graphs
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Solve problems with picture graphs,Picture graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/v/picture-graphs
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Reading bar graphs: dog bones,Bar graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/v/reading-bar-graph-examples
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Reading bar graphs: bikes,Bar graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/v/reading-bar-graph-examples
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Creating picture and bar graphs,Bar graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/v/reading-bar-graph-examples
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Make bar graphs,Bar graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/v/reading-bar-graph-examples
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Solve problems with bar graphs,Bar graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/v/reading-bar-graph-examples
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Solve problems with bar graphs 1,Bar graphs,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/v/reading-bar-graph-examples
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Read line plots,Line plots,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/v/introduction-to-line-plots
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Making picture graphs and line plots,Line plots,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/v/introduction-to-line-plots
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Line plots review,Line plots,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/v/introduction-to-line-plots
